theme,series,name,unit,source,definition,primary,secondary,tertiary
Leadership,MWSACWBL,Can married women sign a contract?,Yes/No,"World Bank, Women Business and the Law","The answer is “Yes” if full legal capacity is obtained upon the age of majority and there are no restrictions on married women signing legally binding contracts;The answer is “No” if married women have limited legal capacity to enter into contracts or if they need the signature, consent, or permission of their husbands in order to legally bind themselves; this question does not concern restrictions on married women signing contracts specifically related to marital property governed under the default marital property regime; these are covered under the Using property indicator.",Can married women...,sign a contract?,
Leadership,NPNDMWBL,Can non-pregnant and non-nursing women do jobs deemed morally or socially inappropriate in the same way as men,Yes/No,"World Bank, Women Business and the Law",Can non-pregnant and non-nursing women do jobs deemed morally or socially inappropriate in the same way as men?,Can non-pregnant and non-nursing women...,do jobs deemed morally or socially inappropriate in the same way as men,
Leadership,NPNSJWBL,Can non-pregnant and non-nursing women do the same jobs as men?,Yes/No,"World Bank, Women Business and the Law",Can non-pregnant and non-nursing women do the same jobs as men?,Can non-pregnant and non-nursing women...,do the same jobs as men?,
Leadership,NPNWCWBL,Can non-pregnant and non-nursing women work in construction in the same way as men?,Yes/No,"World Bank, Women Business and the Law",Can non-pregnant and non-nursing women work in construction in the same way as men?,Can non-pregnant and non-nursing women...,work in construction in the same way as men?,
Leadership,NPNWFWBL,Can non-pregnant and non-nursing women work in factories in the same way as men?,Yes/No,"World Bank, Women Business and the Law",Can non-pregnant and non-nursing women work in factories in the same way as men?,Can non-pregnant and non-nursing women...,work in factories in the same way as men?,
Leadership,NPNDAWBL,Can non-pregnant and non-nursing women work in jobs deemed arduous in the same way as men?,Yes/No,"World Bank, Women Business and the Law",Can non-pregnant and non-nursing women work in jobs deemed arduous in the same way as men?,Can non-pregnant and non-nursing women...,work in jobs deemed arduous in the same way as men?,
Leadership,NPNWHWBL,Can non-pregnant and non-nursing women work in jobs deemed hazardous in the same way as men?,Yes/No,"World Bank, Women Business and the Law",Can non-pregnant and non-nursing women work in jobs deemed hazardous in the same way as men?,Can non-pregnant and non-nursing women...,work in jobs deemed hazardous in the same way as men?,
Leadership,NPNMWWBL,Can non-pregnant and non-nursing women work in metalworking in the same way as men?,Yes/No,"World Bank, Women Business and the Law",Can non-pregnant and non-nursing women work in metalworking in the same way as men?,Can non-pregnant and non-nursing women...,work in metalworking in the same way as men?,
Leadership,NPNWMWBL,Can non-pregnant and non-nursing women work in mining in the same way as men?,Yes/No,"World Bank, Women Business and the Law",Can non-pregnant and non-nursing women work in mining in the same way as men?,Can non-pregnant and non-nursing women...,work in mining in the same way as men?,
Leadership,NPNNHWBL,Can non-pregnant and non-nursing women work the same night hours as men,Yes/No,"World Bank, Women Business and the Law",Can non-pregnant and non-nursing women work the same night hours as men,Can non-pregnant and non-nursing women...,work the same night hours as men?,
Leadership,UWPTPWBL,Can unmarried women pursue a trade or profession in the same way as a man?,Yes/No,"World Bank, Women Business and the Law","The answer is “Yes” if no permission is needed for an unmarried woman to get a job or practice a trade or profession;The answer is also “Yes” if there is a nondiscrimination or equality provision in the Constitution or Gender Equality Act and no restriction in family or civil law regarding an unmarried woman's ability to work;The answer is “No” if permission or additional documentation is required, or if a guardian can stop an unmarried woman from working.",Can unmarried women...,pursue a trade or profession?,
Leadership,UWRBMWBL,Can unmarried women register a business in the same way as a man?,Yes/No,"World Bank, Women Business and the Law",The answer is “Yes” if full legal capacity is obtained upon the age of majority and there are no restrictions on unmarried women registering businesses;The answer is “No” if unmarried women have limited legal capacity to register a business; this would include situations in which they may not legally bind themselves with a legal document.,Can unmarried women...,register a business in the same way as a man?,
Leadership,UWSACWBL,Can unmarried women sign a contract?,Yes/No,"World Bank, Women Business and the Law",The answer is “Yes” if full legal capacity is obtained upon the age of majority and there are no restrictions on unmarried women signing legally binding contracts;The answer is “No” if unmarried women have limited legal capacity to sign a legally binding contract.,Can unmarried women...,sign a contract?,
Economy,EMCRFWBL,Do employees with minor children have rights to a flexible/part-time schedule?,Yes/No,"World Bank, Women Business and the Law",Do employees with minor children have rights to a flexible/part-time schedule?,Employee rights to a flexible/part-time schedule,,
Economy,SEIRPWBL,Do male and female spouses have equal inheritance rights to property?,Yes/No,"World Bank, Women Business and the Law","For the purpose of this question, it is assumed that the deceased spouse left no children or any other heirs, other than the surviving spouse;This question examines whether both spouses have equal rank and rights when it comes to inheriting assets in the absence of a will;The answer is “Yes” where the law recognizes the same rights to surviving spouses, once his or her spouse is deceased;The answer is “No” where there are gender-based differences on inheritance.",Equal inheritance rights to property,between male and female spouses,
